sentence,label,sentiment,text_length,word_count,sensitivity_level,sensitivity_label
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005,0,Negative,100,18,2,Confidential
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities,1,Neutral,127,19,0,Public
"Kemira 's R&D organization comprises approximately 750 people , the company said",1,Neutral,80,12,1,Internal
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",1,Neutral,110,16,3,Restricted
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007",0,Negative,155,30,2,Confidential
The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m,2,Positive,89,15,1,Internal
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com,1,Neutral,118,19,1,Internal
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn,0,Negative,69,16,1,Internal
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia",1,Neutral,94,18,1,Internal
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,1,Neutral,138,26,3,Restricted
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier",2,Positive,243,49,1,Internal
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland",2,Positive,196,33,2,Confidential
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million",2,Positive,155,29,1,Internal
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",0,Negative,191,36,3,Restricted
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares,1,Neutral,163,28,3,Restricted
Operating profit margin increased from 11.2 % to 11.7 %,2,Positive,55,10,1,Internal
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004",2,Positive,62,12,1,Internal
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height",1,Neutral,126,22,0,Public
The value of the three-year contract is estimated at EUR40m,1,Neutral,59,10,0,Public
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax",1,Neutral,168,27,2,Confidential
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia",1,Neutral,183,29,1,Internal
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody",2,Positive,147,24,0,Public
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected",0,Negative,124,22,2,Confidential
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares",1,Neutral,128,19,1,Internal
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj,1,Neutral,95,20,0,Public
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",1,Neutral,189,30,3,Restricted
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006",0,Negative,128,23,2,Confidential
The Board of Directors was authorized to decide on other terms of the share issue,1,Neutral,81,15,2,Confidential
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market",1,Neutral,118,19,0,Public
`` We know there are some of our own people out there .,1,Neutral,55,13,0,Public
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros,1,Neutral,88,17,1,Internal
The net sales of the Power Plants business were EUR 710.3 million in 2005,1,Neutral,73,14,0,Public
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007",0,Negative,95,19,2,Confidential
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components,2,Positive,126,21,1,Internal
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009",2,Positive,167,30,1,Internal
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China",1,Neutral,114,19,0,Public
The Oulu plant employs approximately 120 people,1,Neutral,47,7,1,Internal
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008,2,Positive,77,16,1,Internal
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",1,Neutral,197,32,3,Restricted
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite",1,Neutral,178,28,1,Internal
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn",1,Neutral,114,24,2,Confidential
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small",1,Neutral,138,23,0,Public
The Group also has a strong global position in other fishing categories,2,Positive,71,12,1,Internal
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent",2,Positive,81,15,0,Public
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,1,Neutral,138,26,3,Restricted
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction",1,Neutral,180,26,0,Public
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008,0,Negative,106,22,1,Internal
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu,1,Neutral,65,10,0,Public
Operating profit for 2009 lower than outlook published earlier,0,Negative,62,9,2,Confidential
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007,2,Positive,151,28,1,Internal
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland",1,Neutral,201,33,1,Internal
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year,0,Negative,232,46,2,Confidential
"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments",1,Neutral,153,25,2,Confidential
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009",2,Positive,123,26,2,Confidential
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use",1,Neutral,151,22,1,Internal
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees",1,Neutral,120,24,1,Internal
"Operating profit decreased to nearly EUR 1.7 mn , however",0,Negative,57,10,2,Confidential
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres",2,Positive,180,30,1,Internal
The situation of coated magazine printing paper will continue to be weak,0,Negative,72,12,1,Internal
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people",1,Neutral,211,37,1,Internal
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week",1,Neutral,142,23,1,Internal
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",1,Neutral,143,27,3,Restricted
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",1,Neutral,197,32,3,Restricted
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same",0,Negative,214,41,2,Confidential
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42,0,Negative,68,14,2,Confidential
Symphony Services provides development services for Aldata GOLD,1,Neutral,63,8,0,Public
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",1,Neutral,143,27,3,Restricted
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki",2,Positive,154,28,1,Internal
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives,1,Neutral,107,18,0,Public
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3",0,Negative,208,40,2,Confidential
New Novator products are supposed to be exported,1,Neutral,48,8,0,Public
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,1,Neutral,72,12,3,Restricted
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
"The reductions will be implemented immediately , beginning in October 2009",1,Neutral,74,11,1,Internal
"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations",1,Neutral,230,44,1,Internal
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",1,Neutral,110,16,3,Restricted
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008",0,Negative,90,18,2,Confidential
The credit covers approximately 70 % of the ship 's price,1,Neutral,57,11,1,Internal
The acquisition will have an immediate positive impact on Aspocomp 's financial result,2,Positive,86,13,3,Restricted
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share",0,Negative,148,26,2,Confidential
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago",2,Positive,141,31,1,Internal
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 %",0,Negative,76,16,2,Confidential
Terms of the acquisition were not disclosed,1,Neutral,43,7,3,Restricted
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010",1,Neutral,191,31,0,Public
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis",1,Neutral,167,23,0,Public
"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH",1,Neutral,273,45,3,Restricted
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010",1,Neutral,133,22,0,Public
( The acquisition sum has not been disclosed .,1,Neutral,46,9,3,Restricted
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008",0,Negative,90,18,2,Confidential
"`` The number of collection errors fell considerably , and operations speeded up",2,Positive,80,13,0,Public
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006",0,Negative,219,44,2,Confidential
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway,1,Neutral,97,18,0,Public
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",2,Positive,209,42,3,Restricted
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations",2,Positive,225,35,1,Internal
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007",0,Negative,136,25,2,Confidential
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com",1,Neutral,222,36,1,Internal
The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006,1,Neutral,131,27,1,Internal
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies",0,Negative,143,29,2,Confidential
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",2,Positive,209,42,3,Restricted
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories",1,Neutral,208,27,1,Internal
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,1,Neutral,99,15,3,Restricted
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150,2,Positive,157,32,1,Internal
The acquisition will have an immediate positive impact on Aspocomp 's financial result,2,Positive,86,13,3,Restricted
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008,0,Negative,174,28,2,Confidential
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",2,Positive,209,42,3,Restricted
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007,0,Negative,88,17,1,Internal
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot",1,Neutral,189,31,2,Confidential
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008",0,Negative,207,38,1,Internal
The company does not disclose the sum it applied for,1,Neutral,52,10,1,Internal
The company did not disclose the price of the acquisition,1,Neutral,57,10,3,Restricted
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period",2,Positive,209,42,3,Restricted
"Currently Glaston employs approximately 1,500 persons",1,Neutral,53,6,0,Public
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009",0,Negative,294,51,2,Confidential
The combined value of the planned investments is about EUR 30mn,1,Neutral,63,11,0,Public
"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million",1,Neutral,100,18,1,Internal
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said",1,Neutral,138,24,0,Public
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters",1,Neutral,154,25,1,Internal
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005,0,Negative,105,18,2,Confidential
Nordea sees a return to positive growth for the Baltic countries in 2011,2,Positive,72,13,1,Internal
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,2,Positive,120,19,3,Restricted
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014",2,Positive,179,30,2,Confidential
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila",1,Neutral,172,28,0,Public
Terms of the acquisition were not disclosed,1,Neutral,43,7,3,Restricted
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006,2,Positive,192,41,1,Internal
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007",1,Neutral,105,19,1,Internal
"The Division also includes joint sales , marketing and controlling functions for these units",1,Neutral,92,14,0,Public
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process",1,Neutral,203,37,1,Internal
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk",1,Neutral,127,25,2,Confidential
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008",0,Negative,101,19,1,Internal
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,1,Neutral,99,15,3,Restricted
The company reiterates its outlook for 2009,1,Neutral,43,7,1,Internal
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said",2,Positive,185,33,1,Internal
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",0,Negative,191,36,3,Restricted
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market",2,Positive,250,42,0,Public
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status :",1,Neutral,206,34,3,Restricted
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year,2,Positive,148,25,0,Public
"The firm is headquartered in Vantaa , southern Finland and has 16 employees",1,Neutral,75,13,0,Public
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue",0,Negative,98,23,2,Confidential
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn",0,Negative,57,13,2,Confidential
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 %",0,Negative,66,16,1,Internal
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn,0,Negative,55,11,2,Confidential
The value of the deal was not disclosed,1,Neutral,39,8,1,Internal
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions",1,Neutral,119,20,0,Public
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009",0,Negative,69,16,2,Confidential
Financial terms were n't disclosed,1,Neutral,34,5,0,Public
` By separating side businesses we will be able to faster expand and develop Tapro retail network,2,Positive,97,17,0,Public
This wood lacquered clock comes with a stripy hand-crocheted cover,1,Neutral,66,10,0,Public
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein",1,Neutral,286,56,0,Public
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries",1,Neutral,109,17,0,Public
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base",2,Positive,93,16,3,Restricted
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago",0,Negative,79,17,2,Confidential
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005",2,Positive,85,16,1,Internal
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008,1,Neutral,98,18,0,Public
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847",1,Neutral,156,26,1,Internal
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively,1,Neutral,215,30,0,Public
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3",0,Negative,208,40,2,Confidential
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005",2,Positive,163,29,1,Internal
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,2,Positive,120,19,3,Restricted
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010",1,Neutral,91,18,0,Public
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005,0,Negative,124,27,2,Confidential
"The order also covers design services , hardware , software licences , as well as maintenance services over six years",1,Neutral,117,20,0,Public
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project",0,Negative,186,30,2,Confidential
The parties have therefore agreed to leave Avena out of the deal,1,Neutral,64,12,1,Internal
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007,0,Negative,178,39,2,Confidential
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,1,Neutral,99,15,3,Restricted
The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland,1,Neutral,105,23,0,Public
The company did not disclose the price of the acquisition,1,Neutral,57,10,3,Restricted
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",1,Neutral,110,16,3,Restricted
Less than ten people will face pension agreements,1,Neutral,49,8,0,Public
"`` Adjustment to the fall in price level , in contrast , has been less effective",0,Negative,80,16,1,Internal
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses",0,Negative,112,21,2,Confidential
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall",0,Negative,120,22,2,Confidential
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET )",1,Neutral,184,35,0,Public
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status :",1,Neutral,206,34,3,Restricted
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn,0,Negative,65,14,2,Confidential
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009",0,Negative,94,19,1,Internal
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn",0,Negative,101,23,2,Confidential
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan",1,Neutral,118,21,1,Internal
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008,0,Negative,110,23,2,Confidential
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009,0,Negative,180,42,2,Confidential
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 %,2,Positive,91,19,0,Public
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008",0,Negative,99,21,2,Confidential
KONE is listed on the Nordic Exchange in Helsinki,1,Neutral,49,9,0,Public
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008",0,Negative,129,23,2,Confidential
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3",0,Negative,208,40,2,Confidential
"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia",1,Neutral,145,21,1,Internal
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008",0,Negative,104,21,2,Confidential
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009",2,Positive,109,19,1,Internal
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland",1,Neutral,91,17,1,Internal
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier",2,Positive,209,41,1,Internal
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",1,Neutral,90,17,3,Restricted
The expanded company will continue to be called NewPage,1,Neutral,55,9,1,Internal
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007",0,Negative,203,43,2,Confidential
