text,true_label,true_label_name,gpt_pred,gpt_conf,gpt_reasoning,gpt_pred_name,correct
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The new B shares carry the right to dividend and other shareholder rights with effect from today,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
This organization will assume the responsibility for operations in Russia,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"In future , the plant will focus on the production of flange profiles for wind farm towers",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The acquisition price was not disclosed,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Orders received grew by 55 % year-on-year to EUR732m,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status :",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The acquisition will have an immediate positive impact on Aspocomp 's financial result,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The transaction value is CAD 15 million approximately EUR 10 million,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status :",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The value of the order is EUR 4mn,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies",0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
The financial details of the acquisition were not disclosed,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Net sales will , however , increase from 2005",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The measures taken will cause one-time costs during the final part of 2006,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The acquisition will have an immediate positive impact on Aspocomp 's financial result,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The order is included in Metso 's fourth quarter 2007 order backlog,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Aspo 's Group structure and business operations are continually developed without any predefined schedules,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation,1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
The total amount of subscription prices was recorded in the fund for invested non-restricted equity,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders",0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
The value of the firm 's forestry holdings increased by SEK 3.6 bn,0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day",0,Public,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,False
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of",1,Internal,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,False
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014",2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
A merger between UPM and Finnish-Swedish Stora Enso is not likely either,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The parties have agreed not to disclose the transaction value,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
RSA 's shares closed at 156.9 p at the time of going to press,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
Terms of the acquisition were not disclosed,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries",0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors,2,Confidential,2,0.9,GPT-4.1-mini-FT classified as 'Confidential' based on fine-tuned understanding of financial sensitivity patterns.,Confidential,True
He wore a black beanie-type cap and a black jacket,0,Public,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,True
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier",1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
( The acquisition sum has not been disclosed .,3,Restricted,3,0.9,GPT-4.1-mini-FT classified as 'Restricted' based on fine-tuned understanding of financial sensitivity patterns.,Restricted,True
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007,1,Internal,0,0.9,GPT-4.1-mini-FT classified as 'Public' based on fine-tuned understanding of financial sensitivity patterns.,Public,False
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million",1,Internal,1,0.9,GPT-4.1-mini-FT classified as 'Internal' based on fine-tuned understanding of financial sensitivity patterns.,Internal,True
